gen	lnl	s0	s1	tau	alpha_r_library_1	alpha_r_library_2	alpha_r_library_3	alpha_r_library_4	spike_probability	inactive_mean	inactive_variance	active_mean_component1	active_mean_component2	active_variance_component1	active_variance_component2	weight_active	weight_within_active_component_1	weight_within_active_component_2
15930	-10545.5422	-2.0039	-0.3481	0.8314	18.1169	13.3467	16.4574	12.509	0.1378	-1.8617	1.6923	2.6553	7.3926	1.6923	1.6923	0.7238	0.9934	0.0066
15940	-10453.3671	-2.0065	-0.3481	0.8228	18.1169	13.3467	16.4574	12.4642	0.1108	-1.7878	1.7554	2.6553	7.6181	1.7554	1.7554	0.7204	0.9948	0.0052
15950	-10464.439	-2.059	-0.3478	0.8527	19.9578	13.4559	16.4574	12.4642	0.1426	-1.8787	1.8308	2.6147	6.876	1.8308	1.8308	0.7343	0.9907	0.0093
15960	-10476.6786	-2.0604	-0.3478	0.8705	18.7716	13.4559	15.8306	12.4642	0.1225	-1.8535	1.7976	2.669	6.876	1.7976	1.7976	0.7311	0.9937	0.0063
15970	-10297.2305	-2.1143	-0.3478	0.8828	17.9273	13.6069	16.0393	12.4642	0.114	-1.7636	1.7123	2.6673	7.0312	1.7123	1.7123	0.7145	0.9905	0.0095
15980	-10365.3998	-2.0978	-0.34	0.8724	17.9273	12.6821	16.0393	12.4642	0.1174	-1.8306	1.7858	2.6353	7.4977	1.7858	1.7858	0.7353	0.9921	0.0079
15990	-10389.0678	-2.1705	-0.3464	0.9005	17.9273	12.6821	16.4484	12.4642	0.111	-1.9816	1.7546	2.645	7.4551	1.7546	1.7546	0.738	0.9902	0.0098
16000	-10472.3156	-2.1327	-0.3464	0.8875	17.1271	12.6821	15.0496	12.558	0.1012	-2.0318	1.758	2.62	6.9918	1.758	1.758	0.733	0.9895	0.0105
16010	-10357.0691	-2.0891	-0.3549	0.8686	17.1271	12.6821	15.0496	12.3965	0.1022	-1.8831	1.7045	2.6486	6.8408	1.7045	1.7045	0.7279	0.9886	0.0114
16020	-10356.256	-2.0878	-0.3565	0.8731	18.8829	12.6821	15.2297	13.1379	0.1134	-1.8563	1.768	2.6356	7.2336	1.768	1.768	0.7235	0.9916	0.0084
16030	-10414.5488	-2.0883	-0.3456	0.8637	18.8829	12.9291	15.2297	13.1379	0.1309	-1.7528	1.7729	2.6298	6.8463	1.7729	1.7729	0.7138	0.9899	0.0101
16040	-10349.6655	-2.1203	-0.3456	0.8797	18.4665	12.9291	16.1813	13.1379	0.1194	-1.8614	1.7628	2.6184	6.3566	1.7628	1.7628	0.7314	0.9847	0.0153
16050	-10450.7006	-2.0602	-0.3451	0.8711	18.4665	12.9291	16.1813	13.1379	0.1019	-1.8645	1.7535	2.6468	6.9911	1.7535	1.7535	0.7173	0.9913	0.0087
16060	-10442.4081	-2.0609	-0.3453	0.8705	19.3905	12.9291	15.4242	12.5602	0.1189	-1.902	1.7816	2.6289	6.4489	1.7816	1.7816	0.7329	0.9894	0.0106
16070	-10601.3033	-2.0525	-0.3417	0.8652	16.9477	13.1207	16.5711	12.5602	0.1029	-1.8325	1.8096	2.6469	6.6045	1.8096	1.8096	0.7254	0.9922	0.0078
16080	-10472.318	-2.0108	-0.3417	0.8216	16.9477	13.1207	16.5711	12.5602	0.1143	-1.9026	1.7585	2.6501	6.4541	1.7585	1.7585	0.7232	0.992	0.008
16090	-10504.9693	-1.9917	-0.3417	0.7804	16.9477	13.1207	15.6648	12.5602	0.1236	-1.9008	1.7896	2.6041	6.4541	1.7896	1.7896	0.7223	0.9906	0.0094
16100	-10529.9039	-2.0207	-0.3389	0.8239	16.9477	13.1207	15.6648	13.2406	0.1139	-1.9353	1.7683	2.6293	6.2012	1.7683	1.7683	0.7224	0.9854	0.0146
16110	-10502.6881	-2.041	-0.3466	0.8174	19.1673	13.1207	15.6648	11.894	0.1028	-1.9295	1.7683	2.637	6.8941	1.7683	1.7683	0.7376	0.9877	0.0123
16120	-10430.7389	-2.0684	-0.3511	0.8394	18.2686	13.1207	15.6648	11.894	0.0949	-1.9359	1.8598	2.6356	7.1497	1.8598	1.8598	0.7302	0.9906	0.0094
16130	-10392.9957	-2.0141	-0.3511	0.7974	18.2686	13.1207	15.6648	11.894	0.1165	-1.9785	1.7839	2.6294	6.5926	1.7839	1.7839	0.7386	0.9925	0.0075
16140	-10406.061	-2.0545	-0.3397	0.8041	17.5686	13.1207	15.6648	11.7178	0.1118	-1.8816	1.8203	2.6423	7.273	1.8203	1.8203	0.725	0.9946	0.0054
16150	-10402.2876	-2.0545	-0.3397	0.8485	17.5686	13.1207	15.6648	11.7178	0.1083	-1.949	1.7613	2.625	6.6052	1.7613	1.7613	0.7198	0.9941	0.0059
16160	-10424.4579	-2.0443	-0.3397	0.8142	17.5686	13.2096	15.8277	11.7178	0.1163	-1.9325	1.8779	2.6214	7.12	1.8779	1.8779	0.7269	0.9944	0.0056
16170	-10434.1769	-2.0369	-0.3565	0.8404	17.5686	14.042	16.084	11.7178	0.1006	-1.9475	1.8694	2.622	7.0451	1.8694	1.8694	0.7336	0.9952	0.0048
16180	-10384.2229	-2.0258	-0.3565	0.8715	18.1481	12.6529	17.3219	11.7178	0.1022	-1.7982	1.8837	2.6169	7.1007	1.8837	1.8837	0.724	0.993	0.007
16190	-10337.5668	-2.0417	-0.3497	0.8283	18.0002	12.6529	14.8326	11.7178	0.1408	-1.815	1.8023	2.6746	7.5464	1.8023	1.8023	0.7215	0.9946	0.0054
16200	-10505.4506	-2.054	-0.3497	0.8477	19.2939	12.6529	14.8326	10.9791	0.1152	-1.9033	1.8704	2.6153	7.1501	1.8704	1.8704	0.7173	0.9925	0.0075
16210	-10558.284	-2.0504	-0.347	0.8559	19.2939	12.6529	15.9966	10.9791	0.0987	-1.9299	1.7721	2.6613	7.378	1.7721	1.7721	0.7364	0.9952	0.0048
16220	-10537.4616	-2.0691	-0.347	0.8628	19.2939	13.3707	15.9966	11.5942	0.1103	-1.9058	1.8646	2.658	7.8131	1.8646	1.8646	0.7324	0.9944	0.0056
16230	-10445.209	-2.0793	-0.3596	0.8751	19.2939	13.3707	16.4496	12.2113	0.1235	-1.9456	1.8243	2.6257	8.3648	1.8243	1.8243	0.7357	0.9963	0.0037
16240	-10463.6311	-2.0653	-0.3547	0.852	19.7314	13.3707	16.4496	12.1845	0.1284	-1.8692	1.7828	2.639	7.4905	1.7828	1.7828	0.7279	0.9942	0.0058
16250	-10492.6198	-1.9845	-0.3547	0.7948	20.2174	12.9955	16.6397	11.366	0.1021	-1.8769	1.74	2.626	6.9786	1.74	1.74	0.7307	0.9931	0.0069
16260	-10437.9044	-2.0192	-0.3554	0.8292	20.2174	12.9955	15.2172	11.366	0.1208	-1.8977	1.7559	2.5963	7.2622	1.7559	1.7559	0.7332	0.9926	0.0074
16270	-10413.2749	-2.0415	-0.3554	0.8417	20.2174	14.7552	15.86	12.6461	0.1256	-1.8577	1.8033	2.6606	7.5515	1.8033	1.8033	0.7223	0.9955	0.0045
16280	-10330.318	-2.0365	-0.348	0.8613	20.2231	13.4195	15.86	11.9812	0.1165	-1.9066	1.7496	2.6603	7.1595	1.7496	1.7496	0.7204	0.9954	0.0046
16290	-10436.0323	-2.0549	-0.3481	0.8446	17.3627	13.4195	17.3157	11.9812	0.1116	-1.9296	1.7625	2.6603	7.4855	1.7625	1.7625	0.7256	0.9931	0.0069
16300	-10340.8809	-2.0986	-0.3575	0.865	18.2949	13.4195	16.6788	11.9812	0.1173	-1.9343	1.8474	2.5936	7.2446	1.8474	1.8474	0.7168	0.9895	0.0105
16310	-10374.2816	-2.1049	-0.353	0.8743	18.7578	12.4443	16.6788	12.3559	0.1013	-1.9069	1.753	2.6707	7.0253	1.753	1.753	0.7317	0.9914	0.0086
16320	-10391.1685	-2.0638	-0.353	0.8482	19.7835	12.823	16.4359	12.3559	0.1126	-1.922	1.7389	2.6039	7.0044	1.7389	1.7389	0.7266	0.994	0.006
16330	-10489.9773	-2.0054	-0.3448	0.8314	17.9272	12.6229	16.3767	11.672	0.0997	-1.8804	1.7782	2.6259	7.4234	1.7782	1.7782	0.7301	0.9927	0.0073
16340	-10394.0137	-2.1048	-0.359	0.8904	17.9272	12.6229	15.6585	11.672	0.1165	-1.9796	1.8224	2.6293	8.4467	1.8224	1.8224	0.7332	0.9935	0.0065
16350	-10426.1285	-2.0849	-0.347	0.8864	17.9272	12.6229	15.6585	11.672	0.1107	-1.8529	1.7373	2.6506	7.3247	1.7373	1.7373	0.7251	0.9903	0.0097
16360	-10420.0004	-2.1003	-0.347	0.8826	18.7858	12.6229	15.2158	11.672	0.1412	-1.7988	1.6654	2.6236	7.1884	1.6654	1.6654	0.7143	0.9918	0.0082
16370	-10476.6589	-1.9998	-0.3526	0.8175	18.1601	13.253	15.0499	11.6858	0.1206	-1.9035	1.7172	2.6373	7.7357	1.7172	1.7172	0.7196	0.9921	0.0079
16380	-10539.5589	-2.0514	-0.3534	0.8537	18.1601	12.9232	14.4289	11.6858	0.1193	-1.7441	1.8473	2.6624	8.3274	1.8473	1.8473	0.7221	0.996	0.004
16390	-10333.3281	-2.0611	-0.3534	0.866	18.1601	12.9232	16.2427	12.8644	0.0971	-1.8875	1.7863	2.6802	7.4312	1.7863	1.7863	0.7226	0.9973	0.0027
16400	-10435.8858	-2.1055	-0.3534	0.9211	18.1601	12.9232	17.0167	12.8633	0.108	-1.858	1.7882	2.6367	7.2246	1.7882	1.7882	0.7103	0.9926	0.0074
16410	-10352.5956	-2.1257	-0.3534	0.9371	18.1601	13.7032	17.2265	12.8633	0.1131	-1.914	1.733	2.6256	6.7959	1.733	1.733	0.7214	0.9917	0.0083
16420	-10360.4975	-2.1041	-0.3534	0.9112	17.9045	13.7032	17.2265	12.8633	0.1167	-1.92	1.7975	2.658	6.9149	1.7975	1.7975	0.729	0.9903	0.0097
16430	-10376.0639	-2.1276	-0.3539	0.8919	17.9045	13.4453	15.381	12.8633	0.109	-1.9331	1.7655	2.6546	6.9556	1.7655	1.7655	0.7235	0.9931	0.0069
16440	-10404.4438	-2.1162	-0.3539	0.8765	17.9045	13.4453	15.381	12.8633	0.1175	-1.9023	1.8023	2.6492	7.7145	1.8023	1.8023	0.7216	0.9948	0.0052
16450	-10414.4453	-2.1213	-0.3424	0.8943	18.9912	13.4453	13.6681	12.8633	0.1246	-1.9019	1.7541	2.6279	6.6851	1.7541	1.7541	0.7249	0.9943	0.0057
16460	-10439.6881	-2.1411	-0.3424	0.9197	18.9912	13.2205	15.8845	12.8633	0.1097	-1.9631	1.773	2.6962	7.8767	1.773	1.773	0.7295	0.9951	0.0049
16470	-10441.5572	-2.0983	-0.3501	0.8951	22.1913	13.2205	15.8845	12.5684	0.12	-1.927	1.8131	2.6331	6.8038	1.8131	1.8131	0.7301	0.9944	0.0056
16480	-10461.916	-2.0233	-0.357	0.8411	22.1913	12.7726	15.7908	12.9125	0.1105	-1.8845	1.7513	2.6421	6.5471	1.7513	1.7513	0.7261	0.9912	0.0088
16490	-10471.4191	-2.0195	-0.3507	0.8323	22.1913	13.9109	15.542	12.9125	0.1366	-1.8279	1.7355	2.6421	6.5954	1.7355	1.7355	0.7191	0.9897	0.0103
16500	-10443.2822	-2.0228	-0.3554	0.8288	22.1913	13.572	15.542	12.8824	0.1307	-1.8305	1.7643	2.6468	6.9151	1.7643	1.7643	0.7184	0.9885	0.0115
16510	-10326.2487	-2.0556	-0.356	0.8574	21.9075	13.572	15.542	12.8824	0.1138	-1.8941	1.8593	2.5981	6.7604	1.8593	1.8593	0.7318	0.9958	0.0042
16520	-10366.1383	-2.0365	-0.356	0.836	20.0783	13.572	15.542	12.8824	0.1036	-2.0146	1.7935	2.6019	6.5786	1.7935	1.7935	0.7487	0.9911	0.0089
16530	-10398.0545	-2.0406	-0.356	0.8498	20.0783	13.572	15.4989	13.2087	0.1157	-1.9795	1.7819	2.6834	7.5624	1.7819	1.7819	0.7266	0.9927	0.0073
16540	-10365.0873	-2.1138	-0.356	0.8978	20.0783	13.572	15.4989	13.3522	0.1023	-2.0089	1.8301	2.5891	6.833	1.8301	1.8301	0.7438	0.9927	0.0073
16550	-10387.9225	-2.0752	-0.3584	0.8982	20.0783	13.572	17.4026	13.4056	0.118	-1.8964	1.824	2.6227	7.1348	1.824	1.824	0.7387	0.9938	0.0062
16560	-10406.9931	-2.0971	-0.3608	0.934	19.6539	15.546	17.4026	12.2249	0.1124	-1.9439	1.8118	2.6726	7.6551	1.8118	1.8118	0.7242	0.9961	0.0039
16570	-10441.4233	-1.9914	-0.3668	0.8407	19.6539	15.546	16.8475	12.4758	0.1301	-1.9044	1.811	2.6404	7.555	1.811	1.811	0.7353	0.9923	0.0077
16580	-10470.0727	-1.9565	-0.3627	0.8167	16.7628	15.546	16.8475	11.6532	0.1257	-1.8687	1.7131	2.6701	7.0627	1.7131	1.7131	0.7214	0.9925	0.0075
16590	-10593.5412	-1.9618	-0.3652	0.8425	16.7628	14.1433	16.1735	11.1333	0.1409	-1.7806	1.7497	2.6379	7.6336	1.7497	1.7497	0.7078	0.9945	0.0055
16600	-10597.018	-1.9533	-0.3627	0.8045	16.7628	13.093	16.1735	12.2588	0.1369	-1.7015	1.7374	2.66	7.1713	1.7374	1.7374	0.7242	0.9895	0.0105
16610	-10726.971	-1.889	-0.3627	0.7855	19.0912	12.2909	15.6622	12.0382	0.1058	-1.8284	1.7504	2.6865	7.3914	1.7504	1.7504	0.7203	0.9936	0.0064
16620	-10707.0165	-1.9271	-0.3627	0.8008	19.0912	11.7158	15.0631	13.5775	0.1045	-1.8973	1.7526	2.67	7.7763	1.7526	1.7526	0.7214	0.9916	0.0084
16630	-10597.6718	-1.9424	-0.3627	0.7861	18.036	11.7158	15.0631	13.5775	0.1048	-1.926	1.8414	2.6722	7.9127	1.8414	1.8414	0.7262	0.9952	0.0048
16640	-10640.6776	-1.9858	-0.3631	0.8217	18.7585	11.7158	15.9489	12.3903	0.1109	-1.7503	1.8671	2.6345	7.7021	1.8671	1.8671	0.7328	0.9967	0.0033
16650	-10502.7185	-1.972	-0.3631	0.7989	17.752	12.1052	16.6205	12.2165	0.1157	-1.8691	1.8027	2.6116	8.4157	1.8027	1.8027	0.731	0.9969	0.0031
16660	-10479.6333	-1.9719	-0.3631	0.818	18.324	12.1052	16.6205	12.0535	0.1354	-1.8659	1.728	2.6213	8.0671	1.728	1.728	0.7377	0.9918	0.0082
16670	-10556.5344	-1.9957	-0.3631	0.8349	19.5497	12.1052	16.6268	13.187	0.1156	-1.8933	1.7318	2.6592	7.4364	1.7318	1.7318	0.7241	0.9905	0.0095
16680	-10458.2271	-2.0166	-0.3647	0.8614	17.1992	13.1961	16.6268	13.2228	0.139	-1.8256	1.7817	2.6504	7.6123	1.7817	1.7817	0.7224	0.9963	0.0037
16690	-10427.289	-2.0284	-0.3647	0.8538	17.992	13.1961	15.0666	13.2228	0.1269	-1.8	1.8156	2.6482	7.4277	1.8156	1.8156	0.7364	0.99	0.01
16700	-10393.831	-2.0236	-0.3626	0.8556	17.992	13.2302	15.1251	12.0575	0.1105	-1.8329	1.8487	2.6658	7.9511	1.8487	1.8487	0.7327	0.9942	0.0058
16710	-10350.1384	-2.0162	-0.3626	0.8594	18.3594	13.2697	15.1251	12.0575	0.1057	-1.9552	1.7599	2.6361	6.3084	1.7599	1.7599	0.7358	0.99	0.01
16720	-10375.7759	-1.9978	-0.3626	0.8435	18.3594	13.2697	15.1251	12.0575	0.1363	-1.9517	1.7153	2.6268	6.9149	1.7153	1.7153	0.7315	0.9868	0.0132
16730	-10403.4885	-2.0392	-0.3626	0.8537	18.3594	13.2697	15.1251	11.3387	0.1348	-1.8545	1.6983	2.5917	6.7047	1.6983	1.6983	0.7249	0.986	0.014
16740	-10445.9523	-2.0897	-0.3632	0.8745	19.0875	13.2697	15.1251	12.0886	0.1196	-1.9269	1.7244	2.6512	6.2686	1.7244	1.7244	0.7312	0.9877	0.0123
16750	-10360.5358	-2.0487	-0.3632	0.869	19.0875	13.3927	16.6207	12.0886	0.1148	-1.8411	1.6566	2.5788	6.2589	1.6566	1.6566	0.7288	0.9882	0.0118
16760	-10394.9909	-2.0789	-0.3531	0.8921	17.9678	13.3927	16.6207	12.4966	0.1322	-1.9147	1.782	2.6026	6.8087	1.782	1.782	0.7236	0.9929	0.0071
16770	-10427.1055	-2.0623	-0.3491	0.8701	17.9678	13.9272	16.2498	12.4966	0.1041	-1.9012	1.777	2.6064	6.2897	1.777	1.777	0.7268	0.9913	0.0087
16780	-10432.7148	-2.0871	-0.3503	0.8613	19.0713	13.9272	14.6474	13.0877	0.1129	-2.0206	1.7679	2.6089	6.3331	1.7679	1.7679	0.7317	0.9906	0.0094
16790	-10387.0675	-2.0767	-0.3524	0.8777	19.0713	13.9272	14.6474	13.2673	0.1333	-1.9397	1.768	2.624	6.6981	1.768	1.768	0.728	0.9872	0.0128
16800	-10259.8724	-2.1131	-0.3524	0.8799	19.0713	13.9272	16.8646	13.2576	0.1466	-1.9313	1.6929	2.624	6.8018	1.6929	1.6929	0.7231	0.9901	0.0099
16810	-10329.821	-2.0759	-0.3422	0.8473	19.6362	13.9272	16.8646	13.2576	0.1324	-1.9269	1.7571	2.6692	6.9513	1.7571	1.7571	0.7242	0.9911	0.0089
16820	-10429.6303	-2.0671	-0.3391	0.862	19.1818	13.9272	16.8646	12.9071	0.1317	-1.8948	1.745	2.6317	7.7882	1.745	1.745	0.7276	0.9948	0.0052
16830	-10526.0949	-2.1029	-0.3391	0.9084	21.2883	13.9272	17.1491	12.9071	0.1365	-1.9221	1.748	2.6461	7.2074	1.748	1.748	0.7375	0.99	0.01
16840	-10391.927	-2.1211	-0.3485	0.9221	22.0021	13.3971	17.1491	12.9071	0.1291	-1.8993	1.717	2.63	7.2074	1.717	1.717	0.7252	0.9934	0.0066
16850	-10503.8518	-2.0835	-0.3396	0.8798	22.0641	13.3971	17.1491	12.9071	0.1349	-1.9302	1.7337	2.6584	7.4583	1.7337	1.7337	0.7317	0.9913	0.0087
16860	-10473.0061	-2.0588	-0.3476	0.8879	18.7746	13.3971	17.1491	12.9071	0.1088	-1.9808	1.7271	2.5915	6.9424	1.7271	1.7271	0.7226	0.9917	0.0083
16870	-10481.2808	-2.0451	-0.3424	0.8753	17.0434	13.3971	17.1491	12.8108	0.1064	-1.8762	1.7412	2.6258	6.5785	1.7412	1.7412	0.7198	0.9898	0.0102
16880	-10537.4415	-2.0709	-0.3484	0.88	17.0434	13.3971	15.6619	10.7621	0.1044	-1.8882	1.7152	2.67	7.0501	1.7152	1.7152	0.7198	0.9932	0.0068
16890	-10578.7957	-2.0518	-0.3484	0.8579	17.0434	12.0536	15.0854	10.7621	0.1034	-1.938	1.8541	2.6314	6.8655	1.8541	1.8541	0.734	0.9932	0.0068
16900	-10504.5805	-2.085	-0.3484	0.8756	16.065	12.0536	15.0854	11.7645	0.1057	-1.7999	1.7204	2.6775	6.4818	1.7204	1.7204	0.7298	0.9872	0.0128
16910	-10521.6517	-2.0614	-0.35	0.8649	16.9198	11.9198	14.9147	11.7645	0.101	-1.9413	1.8117	2.5953	6.2237	1.8117	1.8117	0.7303	0.9898	0.0102
16920	-10446.8647	-2.0818	-0.3447	0.8847	17.252	12.8381	16.3273	12.0519	0.1113	-1.8876	1.847	2.6184	6.0852	1.847	1.847	0.7213	0.9891	0.0109
16930	-10411.2901	-2.0536	-0.3447	0.8698	17.252	13.5684	16.3273	12.0519	0.1221	-1.8751	1.7522	2.6587	6.7924	1.7522	1.7522	0.7307	0.9903	0.0097
16940	-10309.3744	-2.0409	-0.3447	0.8465	20.1131	13.5684	17.9233	11.693	0.1352	-1.9213	1.7522	2.6682	7.6962	1.7522	1.7522	0.7307	0.9931	0.0069
16950	-10434.0858	-2.0529	-0.3534	0.8788	20.2062	12.8784	16.7268	11.693	0.1095	-1.8975	1.7499	2.6856	7.6896	1.7499	1.7499	0.7297	0.9956	0.0044
16960	-10419.5628	-2.0529	-0.3504	0.853	17.3719	12.8784	17.155	12.1466	0.1192	-1.8382	1.7117	2.6613	7.6666	1.7117	1.7117	0.7249	0.9943	0.0057
16970	-10271.229	-2.1375	-0.355	0.9179	18.5667	12.8784	17.155	12.1466	0.1327	-1.8115	1.7797	2.6207	7.3011	1.7797	1.7797	0.7239	0.9951	0.0049
16980	-10556.2423	-2.0929	-0.3534	0.9076	18.5667	12.8784	17.155	11.5198	0.1087	-1.9135	1.7629	2.6308	7.0309	1.7629	1.7629	0.7171	0.9908	0.0092
16990	-10414.2699	-2.1063	-0.3534	0.9292	17.9419	13.5125	14.6634	11.5198	0.1134	-1.9235	1.8398	2.5973	6.6531	1.8398	1.8398	0.7343	0.9902	0.0098
17000	-10506.6619	-2.085	-0.3534	0.9047	17.7421	13.5125	14.6634	11.5198	0.0996	-2.0219	1.778	2.654	6.0193	1.778	1.778	0.7351	0.9947	0.0053
17010	-10425.4048	-2.0554	-0.3534	0.8766	17.7421	13.5125	14.6634	12.0937	0.109	-1.9619	1.8344	2.6418	6.0927	1.8344	1.8344	0.7344	0.9887	0.0113
17020	-10526.5505	-2.0068	-0.3534	0.8334	17.6971	12.9097	16.766	12.2482	0.0801	-1.9367	1.7574	2.6042	6.7646	1.7574	1.7574	0.7289	0.9885	0.0115
17030	-10505.7284	-2.036	-0.3582	0.868	18.7489	12.9097	16.766	12.2482	0.1079	-1.9046	1.7004	2.6624	6.8683	1.7004	1.7004	0.733	0.9899	0.0101
17040	-10603.6465	-2.0066	-0.3554	0.8301	18.7489	12.9097	16.766	12.2482	0.1092	-1.8487	1.8445	2.633	6.6746	1.8445	1.8445	0.7098	0.991	0.009
17050	-10399.8654	-2.03	-0.354	0.8438	18.7489	12.9097	16.766	12.2482	0.1159	-1.8181	1.7205	2.6131	6.205	1.7205	1.7205	0.7229	0.9906	0.0094
17060	-10391.8313	-2.0325	-0.354	0.8449	18.7489	12.9097	16.7959	12.2482	0.131	-1.9591	1.8247	2.5813	6.2234	1.8247	1.8247	0.7268	0.9853	0.0147
17070	-10479.8347	-1.9958	-0.354	0.8135	17.9378	12.9097	16.7959	12.6963	0.1242	-1.9617	1.7605	2.6277	6.8635	1.7605	1.7605	0.7296	0.9908	0.0092
17080	-10420.3606	-2.0379	-0.3618	0.8558	17.9378	13.4939	14.9145	12.7285	0.1205	-1.8562	1.732	2.6663	7.6589	1.732	1.732	0.7241	0.9958	0.0042
17090	-10460.8089	-2.0162	-0.354	0.8389	17.9378	12.4907	14.9145	11.7472	0.1262	-1.841	1.7722	2.6696	8.1008	1.7722	1.7722	0.7176	0.9946	0.0054
17100	-10510.8509	-2.0023	-0.3588	0.8316	18.3743	12.4907	14.9145	11.7472	0.0992	-1.8049	1.7037	2.685	7.0556	1.7037	1.7037	0.7325	0.9907	0.0093
17110	-10359.6395	-2.0434	-0.3664	0.8827	18.3743	12.4907	16.1072	11.2094	0.0985	-1.8604	1.7363	2.6446	6.6669	1.7363	1.7363	0.7116	0.9903	0.0097
17120	-10394.1369	-2.1305	-0.3571	0.9189	18.3743	13.5444	15.1137	11.2094	0.1171	-1.8466	1.7637	2.6653	6.419	1.7637	1.7637	0.7214	0.9907	0.0093
17130	-10426.5797	-2.0677	-0.3571	0.8806	18.3743	12.7573	15.1137	11.2094	0.1052	-1.8755	1.8354	2.6027	7.1618	1.8354	1.8354	0.7309	0.995	0.005
17140	-10443.9197	-2.033	-0.358	0.8581	17.5656	12.7573	15.6606	11.2094	0.1208	-1.8573	1.7189	2.6133	7.4037	1.7189	1.7189	0.7326	0.9938	0.0062
17150	-10502.7538	-2.038	-0.3548	0.8696	17.5656	11.7728	15.6606	12.8599	0.1079	-1.9044	1.728	2.6424	6.5988	1.728	1.728	0.7208	0.9927	0.0073
17160	-10458.7762	-2.0707	-0.3552	0.8702	17.4694	11.7728	16.8075	10.9587	0.1044	-1.9598	1.736	2.6418	6.7611	1.736	1.736	0.7151	0.9887	0.0113
17170	-10480.5383	-2.0297	-0.3552	0.8634	15.6727	11.7728	15.1963	11.0752	0.112	-1.9603	1.7471	2.6733	7.1389	1.7471	1.7471	0.7408	0.9915	0.0085
17180	-10533.0687	-1.9945	-0.3552	0.8382	15.6727	14.3137	15.1963	13.1076	0.1125	-1.9143	1.6744	2.6396	6.9313	1.6744	1.6744	0.7175	0.9915	0.0085
17190	-10536.3	-2.0302	-0.3456	0.8479	17.4414	14.3137	15.1963	13.1076	0.1391	-1.8791	1.823	2.65	6.3423	1.823	1.823	0.7228	0.9929	0.0071
17200	-10396.1475	-2.0056	-0.3456	0.8228	18.1323	14.3137	15.1974	13.1076	0.131	-1.7852	1.8168	2.6258	7.6546	1.8168	1.8168	0.729	0.9937	0.0063
17210	-10467.6556	-2.0258	-0.3456	0.8291	18.1323	11.4171	15.1974	12.5951	0.1301	-1.8414	1.7284	2.6322	6.5642	1.7284	1.7284	0.7269	0.989	0.011
17220	-10502.4319	-1.9966	-0.3548	0.8203	18.1323	12.6107	15.0836	12.5951	0.1492	-1.7945	1.701	2.6856	7.1441	1.701	1.701	0.721	0.9903	0.0097
17230	-10394.5714	-2.0281	-0.3498	0.854	18.1323	12.6107	15.0836	12.5951	0.1213	-1.8148	1.7268	2.7002	6.7258	1.7268	1.7268	0.7218	0.9898	0.0102
17240	-10391.5099	-2.0327	-0.3483	0.8516	18.1323	12.3659	15.0836	12.5951	0.1269	-1.7704	1.6653	2.7149	7.3648	1.6653	1.6653	0.7113	0.991	0.009
17250	-10567.8116	-2.0372	-0.3538	0.8663	18.1323	11.5903	15.0836	12.5951	0.1047	-1.8835	1.7285	2.6595	7.6162	1.7285	1.7285	0.7271	0.9957	0.0043
17260	-10594.5365	-2.0383	-0.3538	0.8627	18.1323	11.6982	14.1319	12.5951	0.1112	-1.8573	1.8154	2.651	6.8472	1.8154	1.8154	0.7252	0.9893	0.0107
17270	-10520.8381	-2.0712	-0.3545	0.881	18.1323	14.039	15.3334	12.5951	0.1112	-1.9875	1.728	2.6702	7.0995	1.728	1.728	0.7304	0.9906	0.0094
17280	-10564.8732	-2.0318	-0.3537	0.8468	18.1323	14.039	14.3737	12.5951	0.1135	-1.8855	1.7596	2.6195	6.5023	1.7596	1.7596	0.7329	0.9911	0.0089
17290	-10591.6279	-2.016	-0.3563	0.8283	18.7323	12.7267	14.3737	13.1342	0.1135	-1.835	1.7641	2.6035	7.2356	1.7641	1.7641	0.7306	0.9967	0.0033
17300	-10594.4873	-1.9841	-0.3563	0.8185	19.2062	12.6684	14.3737	13.1342	0.1294	-1.8651	1.7423	2.6427	7.7442	1.7423	1.7423	0.7217	0.9916	0.0084
17310	-10541.2872	-2.0118	-0.3562	0.8488	19.2062	11.9034	14.3737	13.1342	0.1123	-1.7924	1.7505	2.6467	6.7156	1.7505	1.7505	0.7249	0.9944	0.0056
17320	-10651.0327	-2.0024	-0.3562	0.8116	18.445	11.9034	14.0483	11.4861	0.1178	-1.8286	1.7559	2.6639	7.7911	1.7559	1.7559	0.7303	0.9929	0.0071
17330	-10582.7575	-2.0274	-0.353	0.8459	17.4629	12.5643	14.0483	10.9905	0.0827	-1.8237	1.8011	2.6773	6.7896	1.8011	1.8011	0.7218	0.9937	0.0063
17340	-10403.4461	-1.9919	-0.353	0.8111	18.8732	12.1116	14.0483	11.4658	0.0942	-2.0496	1.7823	2.6456	6.6232	1.7823	1.7823	0.7264	0.9861	0.0139
17350	-10249.611	-2.0721	-0.3673	0.8782	18.8732	12.1116	16.3242	11.4658	0.1049	-1.8717	1.8126	2.604	7.2365	1.8126	1.8126	0.7242	0.9942	0.0058
17360	-10274.8472	-2.086	-0.3732	0.9116	19.0579	12.1116	16.3242	12.0224	0.1199	-1.9206	1.8266	2.6535	7.1794	1.8266	1.8266	0.7364	0.9957	0.0043
