gen	lnl	s0	s1	tau	alpha_r_library_1	alpha_r_library_2	alpha_r_library_3	alpha_r_library_4	spike_probability	inactive_mean	inactive_variance	active_mean_component1	active_mean_component2	active_variance_component1	active_variance_component2	weight_active	weight_within_active_component_1	weight_within_active_component_2
6390	-10540.2708	-2.0535	-0.3508	0.8504	17.205	11.2816	14.5185	11.6695	0.1114	-1.7319	1.6386	2.6404	6.6812	1.6386	1.6386	0.7089	0.9909	0.0091
6400	-10497.5135	-2.0569	-0.3508	0.8548	17.205	11.5761	14.5185	11.6695	0.119	-1.8324	1.7411	2.6646	6.9387	1.7411	1.7411	0.7039	0.9911	0.0089
6410	-10523.5678	-2.013	-0.3586	0.8452	17.205	12.565	14.5185	11.6695	0.1203	-1.8006	1.6277	2.6475	6.4888	1.6277	1.6277	0.7283	0.9839	0.0161
6420	-10456.5878	-1.9921	-0.3586	0.8268	17.205	12.565	14.5185	11.9566	0.1108	-1.748	1.7028	2.647	6.7992	1.7028	1.7028	0.6999	0.9871	0.0129
6430	-10405.161	-2.0556	-0.3544	0.8713	17.205	12.565	14.3763	11.7099	0.1212	-1.8045	1.7028	2.6583	6.4442	1.7028	1.7028	0.7164	0.9865	0.0135
6440	-10469.7069	-2.0107	-0.3602	0.8328	17.205	12.1022	14.4565	12.105	0.0992	-1.9364	1.7585	2.6054	7.2063	1.7585	1.7585	0.7305	0.9944	0.0056
6450	-10430.8097	-2.0853	-0.3602	0.8779	17.205	12.1022	15.3595	12.7174	0.1239	-1.8681	1.7768	2.6548	7.1881	1.7768	1.7768	0.7326	0.9943	0.0057
6460	-10463.4164	-2.034	-0.3545	0.8573	17.205	12.1022	15.3595	11.5529	0.12	-1.8267	1.7125	2.6462	6.7736	1.7125	1.7125	0.7372	0.9941	0.0059
6470	-10538.9955	-2.0707	-0.3502	0.8521	19.3371	12.1022	15.0543	11.5529	0.1044	-1.816	1.8226	2.6911	7.0192	1.8226	1.8226	0.7188	0.9968	0.0032
6480	-10528.213	-2.0564	-0.3517	0.8542	19.3371	12.1022	15.0543	11.3056	0.1444	-1.83	1.7965	2.6558	7.1096	1.7965	1.7965	0.722	0.9947	0.0053
6490	-10368.9761	-2.0414	-0.3495	0.8717	19.3371	12.1022	13.9363	11.7775	0.117	-1.8831	1.7609	2.6907	6.5173	1.7609	1.7609	0.7166	0.9951	0.0049
6500	-10418.8486	-2.0465	-0.3495	0.8518	16.5692	12.1022	15.6035	11.7775	0.1195	-1.8035	1.8249	2.6557	7.6269	1.8249	1.8249	0.7261	0.9936	0.0064
6510	-10410.903	-2.0799	-0.3598	0.8898	16.5692	12.0577	15.6035	11.7775	0.1203	-1.8698	1.7394	2.6674	7.873	1.7394	1.7394	0.7314	0.9963	0.0037
6520	-10594.706	-2.0736	-0.3598	0.8967	16.5692	12.0577	15.6035	12.1698	0.1008	-1.747	1.7501	2.6627	7.7073	1.7501	1.7501	0.7248	0.9943	0.0057
6530	-10474.5861	-2.0736	-0.3598	0.9132	16.5692	12.7526	15.6035	12.1698	0.102	-1.8307	1.714	2.6627	7.3349	1.714	1.714	0.7124	0.9916	0.0084
6540	-10512.7952	-2.0356	-0.3598	0.9016	19.2609	12.7526	15.6035	12.2634	0.1058	-1.7309	1.6687	2.6985	7.1433	1.6687	1.6687	0.7165	0.9937	0.0063
6550	-10472.5548	-2.0434	-0.3598	0.873	17.1966	12.7526	15.6035	12.2634	0.1129	-1.7564	1.6933	2.695	7.6088	1.6933	1.6933	0.7195	0.9961	0.0039
6560	-10576.1282	-2.0699	-0.357	0.917	17.1966	13.6649	15.6035	12.2634	0.1093	-1.9026	1.7177	2.667	7.0193	1.7177	1.7177	0.7237	0.9913	0.0087
6570	-10554.1797	-2.0617	-0.3593	0.9106	17.1966	13.9341	15.3121	12.1986	0.1153	-1.887	1.8177	2.638	7.7094	1.8177	1.8177	0.7212	0.9977	0.0023
6580	-10603.8383	-2.0071	-0.352	0.8583	17.1966	13.9341	15.3121	12.1986	0.0947	-1.8871	1.7828	2.6512	7.8593	1.7828	1.7828	0.7186	0.9954	0.0046
6590	-10507.1187	-1.9838	-0.3519	0.8185	17.1966	13.9341	15.3121	12.1986	0.1194	-1.8306	1.7494	2.6576	8.1761	1.7494	1.7494	0.7163	0.9948	0.0052
6600	-10518.1396	-2.0493	-0.3572	0.8729	17.1966	13.9341	16.0874	12.1986	0.1134	-1.902	1.6793	2.63	8.2327	1.6793	1.6793	0.7315	0.9919	0.0081
6610	-10595.5063	-2.0685	-0.365	0.8906	17.1966	12.5453	16.0874	11.5863	0.1037	-1.895	1.7905	2.6809	7.0944	1.7905	1.7905	0.7257	0.9907	0.0093
6620	-10523.7587	-2.0494	-0.365	0.885	18.0458	12.5453	15.9561	11.5863	0.1147	-1.8521	1.6347	2.6335	6.3425	1.6347	1.6347	0.7225	0.9901	0.0099
6630	-10619.5067	-2.0266	-0.365	0.8713	18.0458	12.5453	15.7233	11.5863	0.1141	-1.8143	1.6793	2.6601	6.2693	1.6793	1.6793	0.7201	0.9896	0.0104
6640	-10577.1814	-2.0257	-0.3633	0.8495	18.0458	12.5453	16.0225	11.5863	0.1151	-1.8753	1.7244	2.6377	6.2693	1.7244	1.7244	0.7316	0.988	0.012
6650	-10463.7664	-2.0492	-0.364	0.8894	18.0146	12.5453	16.0225	11.5863	0.1132	-1.9014	1.738	2.6501	6.4983	1.738	1.738	0.7196	0.9906	0.0094
6660	-10506.8173	-2.0155	-0.364	0.8656	18.0146	12.5453	16.0225	11.5863	0.1065	-1.8448	1.7482	2.6644	7.5546	1.7482	1.7482	0.7216	0.9936	0.0064
6670	-10418.7566	-2.0505	-0.359	0.8791	17.9421	12.5453	16.0225	11.5863	0.1291	-1.953	1.7204	2.6576	7.5523	1.7204	1.7204	0.7334	0.9926	0.0074
6680	-10509.9232	-2.0716	-0.3491	0.8769	17.8621	12.5453	16.0225	11.5863	0.1263	-1.8836	1.7529	2.6551	7.5999	1.7529	1.7529	0.7299	0.9936	0.0064
6690	-10424.99	-2.0382	-0.3491	0.8625	17.8621	12.5453	16.0225	12.0287	0.0935	-1.9647	1.7332	2.6419	6.5478	1.7332	1.7332	0.7256	0.989	0.011
6700	-10451.0507	-1.9793	-0.3571	0.8045	17.8621	12.5453	16.0225	12.0121	0.1123	-2.0165	1.7725	2.6183	6.9871	1.7725	1.7725	0.7285	0.9934	0.0066
6710	-10506.5354	-2.0007	-0.3551	0.7975	18.0622	12.5604	16.0225	12.0121	0.1178	-2.0133	1.8195	2.6136	7.3633	1.8195	1.8195	0.7359	0.9961	0.0039
6720	-10426.9075	-2.0616	-0.3576	0.8394	18.0622	12.5604	16.0225	12.0121	0.0981	-1.9082	1.9032	2.6766	7.1415	1.9032	1.9032	0.7278	0.9921	0.0079
6730	-10427.4324	-2.0574	-0.347	0.834	18.0622	12.5604	16.7027	12.1697	0.102	-1.9621	1.7366	2.6185	7.205	1.7366	1.7366	0.723	0.9922	0.0078
6740	-10391.2894	-2.1361	-0.347	0.8971	18.8747	13.7067	16.7027	12.1697	0.1049	-1.9659	1.7525	2.6173	7.7712	1.7525	1.7525	0.7237	0.9938	0.0062
6750	-10425.8467	-2.0967	-0.347	0.8691	18.8747	13.1683	16.7959	12.1697	0.1095	-1.8903	1.7156	2.6256	7.3582	1.7156	1.7156	0.7269	0.9931	0.0069
6760	-10451.4654	-2.0497	-0.347	0.8434	18.8747	13.1683	16.7959	12.4203	0.1163	-1.86	1.6772	2.6506	7.238	1.6772	1.6772	0.7249	0.9899	0.0101
6770	-10408.7933	-2.0534	-0.3375	0.8444	18.8747	13.1683	16.1515	12.4203	0.1093	-1.8575	1.7375	2.6784	7.423	1.7375	1.7375	0.7215	0.9943	0.0057
6780	-10471.1448	-2.0719	-0.3375	0.8553	18.8747	13.1683	16.1515	12.0065	0.112	-1.9382	1.682	2.6639	7.7946	1.682	1.682	0.729	0.9935	0.0065
6790	-10359.497	-2.0619	-0.3442	0.8485	18.8747	12.8524	16.2637	12.633	0.1432	-1.8878	1.7875	2.6344	7.8922	1.7875	1.7875	0.7395	0.9941	0.0059
6800	-10315.0274	-2.1092	-0.3442	0.8843	17.3404	12.8524	16.2637	12.633	0.1255	-1.9325	1.7588	2.6705	6.6932	1.7588	1.7588	0.7297	0.9933	0.0067
6810	-10308.8897	-2.1037	-0.3415	0.8944	17.3404	14.2084	15.717	12.633	0.1256	-1.9883	1.8063	2.5972	7.656	1.8063	1.8063	0.7206	0.9964	0.0036
6820	-10483.847	-2.1278	-0.3403	0.923	19.1541	13.4073	15.0538	12.633	0.124	-1.8687	1.7913	2.6167	7.3419	1.7913	1.7913	0.7413	0.9938	0.0062
6830	-10376.6703	-2.1283	-0.3403	0.9302	17.2184	13.4073	15.0538	12.633	0.1081	-1.8917	1.7735	2.6108	7.5293	1.7735	1.7735	0.7165	0.9915	0.0085
6840	-10367.777	-2.0816	-0.342	0.8849	17.2184	13.4073	16.336	12.633	0.1244	-1.8971	1.8473	2.6641	6.947	1.8473	1.8473	0.7299	0.9911	0.0089
6850	-10396.6987	-2.1818	-0.3372	0.9574	19.1566	13.4073	16.336	12.5648	0.1202	-1.9633	1.8369	2.6521	6.9935	1.8369	1.8369	0.7259	0.9951	0.0049
6860	-10361.7469	-2.1425	-0.3453	0.9186	19.1566	13.0739	16.8485	12.5648	0.1174	-1.9198	1.801	2.6285	7.1803	1.801	1.801	0.7305	0.9915	0.0085
6870	-10415.6161	-2.1692	-0.3636	0.9475	19.1566	13.0739	16.0083	12.9024	0.1147	-1.9818	1.8391	2.6185	7.9608	1.8391	1.8391	0.7298	0.9956	0.0044
6880	-10345.4253	-2.1164	-0.3636	0.9323	19.1566	13.589	17.5161	12.9024	0.1154	-1.7984	1.8388	2.5931	7.163	1.8388	1.8388	0.7271	0.9944	0.0056
6890	-10369.8109	-2.1581	-0.3534	0.9573	19.1566	13.589	16.2052	12.9024	0.1262	-1.8975	1.8257	2.6462	6.9623	1.8257	1.8257	0.7161	0.9956	0.0044
6900	-10360.6581	-2.1122	-0.3534	0.9264	18.1525	13.589	16.2052	12.9024	0.1111	-1.9157	1.7432	2.6538	7.3843	1.7432	1.7432	0.7297	0.9934	0.0066
6910	-10390.6929	-2.1011	-0.36	0.9313	16.865	13.589	16.2052	12.4889	0.1098	-1.864	1.7567	2.6534	6.6582	1.7567	1.7567	0.7246	0.9903	0.0097
6920	-10283.3513	-2.081	-0.354	0.8838	16.865	13.589	16.4507	12.0599	0.1082	-1.9614	1.7164	2.6414	7.0115	1.7164	1.7164	0.7326	0.9937	0.0063
6930	-10357.7721	-2.1294	-0.354	0.9076	18.255	13.1494	15.8392	12.0599	0.1152	-1.8763	1.7406	2.6358	7.1314	1.7406	1.7406	0.73	0.9934	0.0066
6940	-10499.017	-2.0923	-0.3635	0.9028	18.255	13.1494	15.8392	12.0599	0.107	-1.9567	1.8201	2.6529	7.4303	1.8201	1.8201	0.7404	0.9928	0.0072
6950	-10462.7496	-2.0497	-0.3635	0.8871	16.8825	13.7748	16.0943	12.0599	0.1028	-1.8625	1.7867	2.6484	7.0896	1.7867	1.7867	0.7199	0.9939	0.0061
6960	-10578.4073	-2.0587	-0.3584	0.8817	17.3432	12.8537	16.09	12.1441	0.1095	-1.8379	1.8493	2.6415	7.0395	1.8493	1.8493	0.721	0.9933	0.0067
6970	-10490.1786	-2.0219	-0.3584	0.8533	17.3432	12.8537	17.7424	12.1441	0.1288	-1.7987	1.7135	2.6763	7.6325	1.7135	1.7135	0.7259	0.9948	0.0052
6980	-10511.7857	-2.0672	-0.3579	0.8983	19.2363	13.0429	17.7424	12.1441	0.1281	-1.7888	1.712	2.6614	6.7664	1.712	1.712	0.7105	0.9913	0.0087
6990	-10392.5778	-1.9944	-0.3646	0.843	19.2363	13.0429	16.8612	12.1441	0.1112	-1.9192	1.7926	2.642	7.8873	1.7926	1.7926	0.7361	0.9951	0.0049
7000	-10473.3976	-2.0053	-0.361	0.8334	19.2363	12.3889	15.918	12.1441	0.1035	-1.7814	1.8057	2.6612	6.7168	1.8057	1.8057	0.7288	0.9921	0.0079
7010	-10507.9821	-2.012	-0.364	0.8601	19.0427	12.3889	15.918	12.1441	0.1321	-1.9659	1.8376	2.5819	7.9859	1.8376	1.8376	0.7279	0.9938	0.0062
7020	-10473.7525	-1.9693	-0.3656	0.8504	18.6306	13.2207	16.5263	12.1441	0.137	-1.8823	1.8332	2.6426	7.0426	1.8332	1.8332	0.7357	0.9958	0.0042
7030	-10478.2502	-1.9618	-0.3656	0.8251	18.6306	12.4363	16.5263	12.6175	0.1324	-1.8204	1.776	2.643	7.3641	1.776	1.776	0.7233	0.9923	0.0077
7040	-10444.9984	-1.9621	-0.3618	0.8088	18.6306	13.1677	16.5263	12.112	0.1274	-1.7511	1.8133	2.6648	7.5247	1.8133	1.8133	0.7205	0.9935	0.0065
7050	-10471.9237	-1.9684	-0.3618	0.8108	18.6306	12.89	17.3458	13.1304	0.1082	-1.7789	1.7071	2.6529	7.2612	1.7071	1.7071	0.7295	0.9871	0.0129
7060	-10453.4177	-2.0332	-0.3483	0.8541	18.6306	12.89	16.359	12.5061	0.1318	-1.8262	1.736	2.6532	6.4431	1.736	1.736	0.7195	0.9902	0.0098
7070	-10478.6399	-2.0538	-0.3514	0.8634	18.6306	12.6833	16.0331	12.5061	0.1131	-1.8653	1.7585	2.6274	6.5766	1.7585	1.7585	0.7222	0.9926	0.0074
7080	-10434.4618	-2.0324	-0.3531	0.8473	19.6853	12.6833	16.0331	12.5061	0.1074	-1.9399	1.8509	2.6459	7.2968	1.8509	1.8509	0.7275	0.9929	0.0071
7090	-10500.0679	-2.1072	-0.3537	0.9066	21.8822	12.6833	17.2383	12.5061	0.1178	-1.8595	1.7432	2.6695	6.6264	1.7432	1.7432	0.7171	0.9913	0.0087
7100	-10521.4825	-2.0459	-0.3594	0.8536	17.7579	12.6833	17.2383	11.6253	0.1349	-1.7912	1.7335	2.6695	6.7864	1.7335	1.7335	0.7288	0.9945	0.0055
7110	-10552.0582	-1.9904	-0.3597	0.8079	17.7579	12.6833	17.2383	11.6253	0.1021	-1.7558	1.7733	2.6825	7.1227	1.7733	1.7733	0.7205	0.9948	0.0052
7120	-10443.3755	-2.0654	-0.349	0.8395	17.7579	13.2498	16.8555	11.6253	0.0993	-1.8881	1.7631	2.6442	7.3985	1.7631	1.7631	0.7172	0.9934	0.0066
7130	-10432.3379	-2.0538	-0.349	0.8354	17.7579	13.2498	16.8555	12.1215	0.1093	-1.9614	1.7527	2.6359	7.8956	1.7527	1.7527	0.7227	0.995	0.005
7140	-10313.2158	-2.0137	-0.349	0.8316	17.6186	13.2498	15.6697	12.1215	0.1088	-1.9197	1.752	2.5965	7.5775	1.752	1.752	0.7266	0.9946	0.0054
7150	-10449.6845	-1.9748	-0.3623	0.8106	18.4486	13.2498	15.6697	12.1215	0.1102	-1.7904	1.7545	2.6496	7.1065	1.7545	1.7545	0.7183	0.9916	0.0084
7160	-10410.1384	-1.99	-0.3665	0.8218	18.4486	13.0166	15.6697	12.1215	0.1063	-1.9345	1.7655	2.675	6.5815	1.7655	1.7655	0.7186	0.9906	0.0094
7170	-10408.609	-1.9803	-0.3665	0.8209	18.2875	13.0166	14.7113	12.1215	0.1293	-1.8223	1.7795	2.625	6.2062	1.7795	1.7795	0.7277	0.9888	0.0112
7180	-10362.7224	-2.0167	-0.3665	0.8577	16.1785	13.0166	15.0057	12.1215	0.1128	-1.8611	1.7533	2.6618	6.995	1.7533	1.7533	0.7259	0.9931	0.0069
7190	-10335.2242	-2.02	-0.3665	0.8638	16.1785	13.0166	15.0057	12.1215	0.1216	-1.875	1.7053	2.6369	6.9831	1.7053	1.7053	0.7222	0.9917	0.0083
7200	-10469.757	-1.9608	-0.3615	0.8053	16.1785	13.0166	15.1549	12.1215	0.0911	-1.8271	1.7499	2.6778	7.4676	1.7499	1.7499	0.7132	0.9954	0.0046
7210	-10453.4389	-2.0499	-0.3576	0.8615	16.1785	13.0166	14.4469	13.4022	0.096	-1.7805	1.8362	2.6721	7.1255	1.8362	1.8362	0.7224	0.9947	0.0053
7220	-10498.0048	-1.9982	-0.3576	0.8287	17.8028	11.5254	14.4469	13.4022	0.1003	-1.8283	1.8248	2.6437	6.841	1.8248	1.8248	0.7076	0.992	0.008
7230	-10503.352	-2.0398	-0.3577	0.8746	18.6522	11.5254	14.8611	11.5637	0.0784	-1.9788	1.7835	2.6022	6.9964	1.7835	1.7835	0.7313	0.9942	0.0058
7240	-10527.463	-2.0226	-0.3577	0.8366	18.6522	13.6109	15.3471	11.5637	0.1018	-1.8934	1.8109	2.6612	7.8008	1.8109	1.8109	0.7269	0.9922	0.0078
7250	-10491.7269	-2.0426	-0.3479	0.8275	16.6161	13.6109	16.2259	12.2255	0.1223	-1.8667	1.7544	2.6288	7.4409	1.7544	1.7544	0.7176	0.9937	0.0063
7260	-10399.806	-2.024	-0.3539	0.8289	16.6161	13.6109	16.2259	12.2255	0.1373	-1.7881	1.8177	2.6416	8.3796	1.8177	1.8177	0.7272	0.9953	0.0047
7270	-10469.1237	-1.9813	-0.3489	0.8144	18.6455	13.6109	14.3692	13.633	0.1322	-1.9091	1.8208	2.6471	7.5746	1.8208	1.8208	0.7367	0.9949	0.0051
7280	-10498.3139	-1.9875	-0.348	0.7943	18.6455	13.7131	14.7583	13.4041	0.1191	-1.8866	1.7689	2.6688	7.7474	1.7689	1.7689	0.7248	0.9926	0.0074
7290	-10337.2819	-2.0061	-0.3522	0.8096	19.1856	13.7131	14.7583	13.1617	0.1148	-1.9143	1.7015	2.6385	7.3293	1.7015	1.7015	0.7347	0.9916	0.0084
7300	-10455.946	-1.9923	-0.3608	0.8204	19.1856	13.7131	15.7264	13.1617	0.1008	-1.9553	1.781	2.6485	7.6127	1.781	1.781	0.7301	0.9938	0.0062
7310	-10369.9265	-2.0394	-0.3608	0.8464	19.1856	13.7131	15.64	13.0828	0.102	-1.9053	1.7555	2.6288	7.1491	1.7555	1.7555	0.7253	0.9934	0.0066
7320	-10340.8701	-2.0566	-0.3495	0.8577	19.1856	13.7131	15.64	14.2063	0.1222	-1.889	1.716	2.6048	7.448	1.716	1.716	0.7173	0.9926	0.0074
7330	-10428.1313	-2.0954	-0.3526	0.8985	19.1856	13.7131	15.64	14.2063	0.109	-1.8994	1.7528	2.6405	8.1582	1.7528	1.7528	0.7239	0.9943	0.0057
7340	-10358.1444	-2.1256	-0.3454	0.8861	19.1856	13.1152	15.3633	13.4868	0.1203	-1.8858	1.8639	2.6321	7.3065	1.8639	1.8639	0.7286	0.9966	0.0034
7350	-10365.9593	-2.0626	-0.3531	0.8588	19.1856	13.1152	15.3633	12.7179	0.1116	-1.8255	1.699	2.667	7.3541	1.699	1.699	0.7161	0.9925	0.0075
7360	-10462.7602	-2.0171	-0.3499	0.8512	19.1856	12.392	15.3633	12.7179	0.0931	-1.9212	1.7978	2.6188	7.8362	1.7978	1.7978	0.742	0.9944	0.0056
7370	-10538.7378	-2.0463	-0.3499	0.8767	19.1856	12.0571	15.3633	12.7179	0.1202	-1.9476	1.7421	2.6471	7.4954	1.7421	1.7421	0.7279	0.9931	0.0069
7380	-10517.4684	-2.0296	-0.3546	0.8683	19.1856	13.4136	16.3655	12.7179	0.1131	-1.971	1.8135	2.6219	7.0445	1.8135	1.8135	0.7276	0.9951	0.0049
7390	-10524.4994	-2.0602	-0.3546	0.8968	22.5396	13.4136	16.3655	12.7179	0.1425	-1.8809	1.8105	2.6821	8.1698	1.8105	1.8105	0.7355	0.9959	0.0041
7400	-10442.773	-2.0305	-0.3682	0.856	22.5396	13.4028	17.48	12.7179	0.1185	-1.9084	1.7917	2.6574	7.357	1.7917	1.7917	0.7177	0.9918	0.0082
7410	-10454.8732	-2.0578	-0.3682	0.8975	22.5396	13.4028	17.48	12.7179	0.1196	-1.9338	1.7192	2.6131	6.7718	1.7192	1.7192	0.7413	0.9909	0.0091
7420	-10491.5573	-2.0502	-0.3533	0.8789	22.5396	13.4028	17.48	12.7179	0.1189	-1.9217	1.8009	2.6547	6.4798	1.8009	1.8009	0.7418	0.9912	0.0088
7430	-10388.7139	-2.0892	-0.3434	0.8916	22.5396	13.4028	17.48	12.7179	0.1366	-1.9189	1.8795	2.5881	7.571	1.8795	1.8795	0.7437	0.9953	0.0047
7440	-10399.1427	-2.0639	-0.3452	0.879	19.3223	13.0376	17.3395	12.6114	0.1096	-1.9568	1.8473	2.6852	8.2103	1.8473	1.8473	0.7338	0.9928	0.0072
7450	-10458.6272	-2.0727	-0.3449	0.872	19.3223	14.1965	17.3395	12.6114	0.1253	-1.9088	1.8094	2.6192	8.0666	1.8094	1.8094	0.7335	0.9951	0.0049
7460	-10388.7	-2.0814	-0.3449	0.8571	19.3223	12.5582	15.9759	12.6114	0.1133	-1.8764	1.9054	2.6502	8.3548	1.9054	1.9054	0.7239	0.9964	0.0036
7470	-10404.507	-2.0826	-0.3449	0.8804	19.3223	11.8609	15.4843	12.6114	0.1174	-1.9695	1.8406	2.613	6.9479	1.8406	1.8406	0.7331	0.9948	0.0052
7480	-10421.5081	-2.0733	-0.3414	0.8573	19.3223	11.8609	14.3242	12.6114	0.1145	-1.9894	1.862	2.6003	7.042	1.862	1.862	0.735	0.9924	0.0076
7490	-10505.1247	-2.0704	-0.3457	0.8602	18.4776	11.8609	15.1176	12.6114	0.1062	-2.0189	1.8324	2.5951	7.2545	1.8324	1.8324	0.7352	0.9924	0.0076
7500	-10474.2455	-2.0958	-0.3401	0.8847	19.7068	11.8609	14.9289	12.5144	0.1125	-1.8673	1.8073	2.6804	7.4078	1.8073	1.8073	0.7241	0.992	0.008
7510	-10464.0618	-2.0975	-0.3562	0.8883	19.3705	12.1338	14.9289	12.5144	0.1159	-1.9331	1.8134	2.601	7.4153	1.8134	1.8134	0.7393	0.995	0.005
7520	-10508.9457	-2.0675	-0.3464	0.8775	19.3705	12.1338	14.9289	12.5144	0.1077	-2.0071	1.8383	2.6297	6.9657	1.8383	1.8383	0.7284	0.9921	0.0079
7530	-10473.5374	-2.0311	-0.3435	0.8279	19.3705	12.1338	15.2656	12.5144	0.095	-1.9613	1.8861	2.6507	6.3942	1.8861	1.8861	0.7293	0.9864	0.0136
7540	-10556.1465	-2.0039	-0.3435	0.8207	19.3705	13.4311	15.2656	12.5144	0.11	-1.9362	1.8187	2.6507	6.7936	1.8187	1.8187	0.7418	0.991	0.009
7550	-10588.1713	-2.0283	-0.3398	0.8406	19.3705	13.4311	15.2656	12.5144	0.1127	-1.954	1.7539	2.6563	6.989	1.7539	1.7539	0.7311	0.9924	0.0076
7560	-10559.2082	-2.0608	-0.3437	0.8578	19.3705	13.4311	14.9867	12.5144	0.1094	-1.911	1.8019	2.6415	6.7681	1.8019	1.8019	0.7207	0.9898	0.0102
7570	-10510.0725	-2.0405	-0.3503	0.8385	17.341	12.9437	14.9867	11.2341	0.1168	-1.9205	1.8371	2.6692	7.6205	1.8371	1.8371	0.7289	0.9971	0.0029
7580	-10608.0934	-2.0678	-0.3503	0.8478	18.9653	12.9437	14.9867	11.4703	0.1009	-2.0036	1.7824	2.6421	6.752	1.7824	1.7824	0.7343	0.9928	0.0072
7590	-10475.7699	-2.0193	-0.3503	0.8186	19.3307	12.9437	15.8828	11.5255	0.1123	-1.9413	1.7657	2.6802	7.5344	1.7657	1.7657	0.734	0.9923	0.0077
7600	-10494.5524	-2.0148	-0.3503	0.8064	19.0739	12.5463	14.9744	11.5255	0.0912	-1.9409	1.7668	2.6641	6.9026	1.7668	1.7668	0.7337	0.993	0.007
7610	-10455.6246	-2.0591	-0.3508	0.8692	19.0739	12.5463	16.7427	11.0616	0.1042	-1.9245	1.7623	2.5989	6.8797	1.7623	1.7623	0.7247	0.9956	0.0044
7620	-10516.9848	-2.0115	-0.3508	0.8402	17.0586	12.5463	16.7427	11.0616	0.1113	-1.9769	1.7492	2.6099	6.8785	1.7492	1.7492	0.7257	0.9927	0.0073
7630	-10587.8142	-2.0181	-0.3515	0.8392	17.0586	12.5463	16.001	12.1107	0.136	-1.8897	1.7267	2.5741	6.4318	1.7267	1.7267	0.7273	0.9881	0.0119
7640	-10547.8371	-2.0481	-0.3515	0.8662	18.4241	14.3102	16.001	11.6716	0.1237	-1.8972	1.7373	2.6323	7.4347	1.7373	1.7373	0.7247	0.9928	0.0072
7650	-10434.6477	-2.0597	-0.3499	0.8777	18.5552	14.3102	16.1168	11.6716	0.1046	-1.8581	1.8055	2.6293	7.2367	1.8055	1.8055	0.7195	0.9959	0.0041
7660	-10556.204	-2.0005	-0.3499	0.83	18.5552	14.0242	16.4695	11.6716	0.1043	-1.924	1.8317	2.609	7.4148	1.8317	1.8317	0.7239	0.9958	0.0042
7670	-10491.0415	-2.0567	-0.3499	0.8695	18.5552	13.7499	16.4695	11.6716	0.1068	-1.905	1.8148	2.5969	7.7271	1.8148	1.8148	0.7252	0.997	0.003
7680	-10434.3455	-2.0982	-0.3499	0.8806	18.5552	13.7499	15.0966	13.4491	0.1129	-1.8418	1.7543	2.6363	6.6473	1.7543	1.7543	0.722	0.9913	0.0087
7690	-10443.6894	-2.1059	-0.3477	0.8816	18.0388	14.0054	17.1256	13.4491	0.1216	-1.8879	1.7191	2.6281	6.1758	1.7191	1.7191	0.7269	0.9887	0.0113
7700	-10353.7419	-2.1128	-0.3397	0.8685	18.0388	14.0054	17.1256	13.4491	0.1304	-1.9053	1.8393	2.6397	6.9813	1.8393	1.8393	0.7135	0.9964	0.0036
7710	-10224.4318	-2.1503	-0.3397	0.8912	18.0388	13.4057	17.1256	12.9607	0.1331	-1.8017	1.7236	2.629	7.1594	1.7236	1.7236	0.7304	0.9948	0.0052
7720	-10319.0432	-2.1459	-0.3397	0.8843	18.8251	13.4057	15.8715	12.9607	0.1246	-1.8489	1.7704	2.6729	7.5021	1.7704	1.7704	0.7216	0.996	0.004
7730	-10246.1836	-2.1677	-0.3397	0.9194	18.8251	13.4057	15.8715	12.8115	0.1321	-1.8197	1.732	2.6693	7.0732	1.732	1.732	0.7139	0.9943	0.0057
7740	-10263.8214	-2.1684	-0.3329	0.9061	18.586	13.4057	15.8715	12.5586	0.114	-1.8527	1.732	2.6705	7.2157	1.732	1.732	0.721	0.9951	0.0049
7750	-10249.6102	-2.1337	-0.3435	0.8754	18.586	12.9506	15.8715	12.5586	0.1149	-1.8502	1.7264	2.6603	8.1563	1.7264	1.7264	0.7114	0.9954	0.0046
7760	-10370.2841	-2.1297	-0.3307	0.8768	19.5258	12.9506	15.8715	13.0745	0.1113	-1.8447	1.7698	2.638	7.0705	1.7698	1.7698	0.7163	0.9924	0.0076
7770	-10470.8389	-2.0934	-0.3307	0.8815	18.3468	13.5531	15.8715	13.0745	0.127	-1.9742	1.695	2.6116	6.5261	1.695	1.695	0.7307	0.9884	0.0116
7780	-10565.1202	-2.0644	-0.3289	0.842	18.3468	13.5531	16.7939	13.0745	0.1378	-1.79	1.7035	2.6493	6.883	1.7035	1.7035	0.7289	0.9896	0.0104
7790	-10562.4705	-2.0682	-0.3401	0.855	19.0107	13.5531	17.9626	13.4041	0.1042	-1.8521	1.7874	2.5881	6.0312	1.7874	1.7874	0.7234	0.985	0.015
7800	-10570.8606	-2.0774	-0.3361	0.8775	18.0771	13.5531	15.9397	13.4041	0.1263	-1.8812	1.7045	2.6754	6.2427	1.7045	1.7045	0.7329	0.9815	0.0185
7810	-10562.1441	-2.0718	-0.3361	0.8791	18.0771	13.6188	15.9397	13.4041	0.129	-1.8387	1.7273	2.6205	5.9926	1.7273	1.7273	0.7157	0.9844	0.0156
7820	-10329.5521	-2.1261	-0.3361	0.909	18.0771	14.2304	16.991	12.5767	0.1121	-1.7984	1.7273	2.6478	6.0642	1.7273	1.7273	0.7215	0.9862	0.0138
